reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,comment[0]_en,altLabel[0]_en,ToolkitLabel_en,ToolkitDefinition_en,changeNote[0]_en,*uri,*type,*name,domain,range,hasUnconstrained,subClassOf[0],subPropertyOf[0],inverseOf,sameAs[0],propertyDisjointWith[0],propertyDisjointWith[1],propertyDisjointWith[2],propertyDisjointWith[3],propertyDisjointWith[4],propertyDisjointWith[5],propertyDisjointWith[6],propertyDisjointWith[7],propertyDisjointWith[8],propertyDisjointWith[9],propertyDisjointWith[10],propertyDisjointWith[11],propertyDisjointWith[12],propertyDisjointWith[13],propertyDisjointWith[14],propertyDisjointWith[15],propertyDisjointWith[16],propertyDisjointWith[17],propertyDisjointWith[18],propertyDisjointWith[19],propertyDisjointWith[20],propertyDisjointWith[21],propertyDisjointWith[22],propertyDisjointWith[23],propertyDisjointWith[24],propertyDisjointWith[25],propertyDisjointWith[26],propertyDisjointWith[27],propertyDisjointWith[28],propertyDisjointWith[29],propertyDisjointWith[30],propertyDisjointWith[31],propertyDisjointWith[32],propertyDisjointWith[33],propertyDisjointWith[34],propertyDisjointWith[35],propertyDisjointWith[36],propertyDisjointWith[37],propertyDisjointWith[38],propertyDisjointWith[39],propertyDisjointWith[40],propertyDisjointWith[41],propertyDisjointWith[42],disjointWith[0],equivalentClass,datatypeProperty,equivalentProperty,objectProperty,broadMatch[0],closeMatch[0],narrowMatch[0],*status,instructionNumber,"has element type","has path","has task","See Also[0]"
1615,"has a successor (work) (from work)",,"Relates a prior work to another work, the content of which represents a linear progression from that of the prior work. The content may be closely or loosely connected, so the successor work may be referential or autonomous with respect to the prior work.",,,,,,,frbrer:P2043,property,hasASuccessorWorkFromWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2044,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2044,frbrer:P2045,frbrer:P2046,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1616,"is a successor (work) to (work)",,"Relates a work to a prior work, the content of which represents the basis of a linear progression to that of the successor work. The content may be closely or loosely connected, so the successor work may be referential or autonomous with respect to the prior work.",,,,,,,frbrer:P2044,property,isASuccessorWorkToWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2043,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2045,frbrer:P2046,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1617,"has a supplement (work) (from work)",,"Relates a prior work to another work that is intended to be used in conjunction with the prior work. The content may be closely or loosely associatedd, so the supplementary work may be referential or autonomous with respect to the prior work.",,,,,,,frbrer:P2045,property,hasASupplementWorkFromWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2046,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2046,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1618,"supplements (work) (from work)",,"Relates a work to a prior work with which it is intended to be used in conjunction. The content may be closely or loosely associated, so the supplementary work may be referential or autonomous with respect to the prior work.",,,,,,,frbrer:P2046,property,supplementsWorkFromWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2045,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2045,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1619,"has a complement (work) (from work)",,"Relates a prior work to another work that is intended to be combined with or inserted into the prior work, but was not part of the original conception of the prior work. The content may be closely or loosely connected, so the complementary work may be referential or autonomous with respect to the prior work.",,,,,,,frbrer:P2047,property,hasAComplementWorkFromWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2048,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2045,frbrer:P2046,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1620,"complements (work) (from work)",,"Relates a work to a prior work that it is intended to be combined with or inserted into, but was not part of the original conception of the prior work. The content may be closely or loosely connected, so the complementary work may be referential or autonomous with respect to the prior work.",,,,,,,frbrer:P2048,property,complementsWorkFromWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2047,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1621,"has a summary (work) (from work)",,"Relates a prior work to another work that represents a brief recapitulation of the content of the prior work. The modification of the content of the prior work must be sufficient in degree to warrant the summary work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2049,property,hasASummaryWorkFromWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2050,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2045,frbrer:P2046,frbrer:P2047,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1622,"is a summary (work) of (work)",,"Relates a work to a prior work of which it represents a brief recapitulation. The modification of the content of the prior work must be sufficient in degree to warrant the summary work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2050,property,isASummaryWorkOfWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2049,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2045,frbrer:P2046,frbrer:P2047,frbrer:P2049,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1623,"has an adaptation (work) (from work)",,"Relates a prior work to another work that represents a modification of the content of the prior work for a purpose, use, or medium other than that for which it was originally intended. The modification of the content of the prior work must be sufficient in degree to warrant the adaptation work being considered as a new work autonomous with respect to the prior work.",,"Source documentation has label ""has adaptation""; amended to improve consistency.",,,,,frbrer:P2051,property,hasAnAdaptationWorkFromWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2052,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1624,"is an adaptation (work) of (work)",,"Relates a work to a prior work of which it represents a modification of the content for a purpose, use, or medium other than that for which it was originally intended.The modification of the content of the prior work must be sufficient in degree to warrant the adaptation work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2052,property,isAnAdaptationWorkOfWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2051,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2045,frbrer:P2046,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1625,"has a transformation (work) (from work)",,"Relates a prior work to another work that represents a transformation of the content of the prior work in a different genre. The modification of the content of the prior work must be sufficient in degree to warrant the transformation work being considered as a new work autonomous with respect to the prior work.",,"Source documentation has ""literary genre"", but other genres allowed.",,,,,frbrer:P2053,property,hasATransformationWorkFromWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2054,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2045,frbrer:P2046,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2054,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1626,"is a transformation (work) of (work)",,"Relates a work to a prior work of which it represents a transformation of the content in a different genre. The modification of the content of the prior work must be sufficient in degree to warrant the adaptation work being considered as a new work autonomous with respect to the prior work.",,"Source documentation has ""literary genre"", but other genres allowed.",,,,,frbrer:P2054,property,isATransformationWorkOfWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2053,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2045,frbrer:P2046,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2057,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1627,"has an imitation (work) (from work)",,"Relates a prior work to another work that that copies the style of the content of the prior work. The modification of the content of the prior work must be sufficient in degree to warrant the imitation work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2055,property,hasAnImitationWorkFromWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2056,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1628,"is an imitation (work) of (work)",,"Relates a work to a prior work of which it copies the style of the content. The modification of the content of the prior work must be sufficient in degree to warrant the imitation work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2056,property,isAnImitationWorkOfWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2055,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1629,"has part (work)",,"Relates a work to another work that is a component of the work.","The component work may be intended to be used in the context of the prior work or may not depend to any significant extent on the context provided by the prior work.",,,,,,frbrer:P2057,property,hasPartWork,frbrer:C1001,frbrer:C1001,,,,frbrer:P2058,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2045,frbrer:P2046,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2058,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1630,"is part (work) of",,"Relates a work to another work of which it is a component.","The component work may be intended to be used in the context of the prior work or may not depend to any significant extent on the context provided by the prior work.",,,,,,frbrer:P2058,property,isPartWorkOf,frbrer:C1001,frbrer:C1001,,,,frbrer:P2057,,frbrer:P3001,frbrer:P3002,frbrer:P3003,frbrer:P3004,frbrer:P3005,frbrer:P3006,frbrer:P3007,frbrer:P2035,frbrer:P2036,frbrer:P2043,frbrer:P2044,frbrer:P2045,frbrer:P2046,frbrer:P2047,frbrer:P2049,frbrer:P2050,frbrer:P2052,frbrer:P2053,frbrer:P2054,frbrer:P2057,frbrer:P2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1631,"has an abridgement (expression)",,"Relates an expression to another expression of the same work that represents an abridgement, in which some content of the prior expression is removed, but the result does not alter the content to the extent that it becomes a new work.",,,,,,,frbrer:P2059,property,hasAnAbridgementExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1632,"is an abridgement (expression) of",,"Relates an expression to a prior expression of the same work of which it represents an abridgement, in which some content of the prior expression is removed, but the result does not alter the content to the extent that it becomes a new work.",,,,,,,frbrer:P2060,property,isAnAbridgementExpressionOf,frbrer:C1002,frbrer:C1002,,,,frbrer:P2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1633,"has a revision (expression)",,"Relates an expression to another expression of the same work that represents a revision, in which the intent is to alter or update the content of the prior expression, but without changing the content so much that it becomes a new work.",,,,,,,frbrer:P2061,property,hasARevisionExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1634,"is a revision (expression) of",,"Relates an expression to a prior expression of the same work of which it represents a revision, in which the intent is to alter or update the content of the prior expression, but without changing the content so much that it becomes a new work.",,,,,,,frbrer:P2062,property,isARevisionExpressionOf,frbrer:C1002,frbrer:C1002,,,,frbrer:P2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1635,"has a translation (expression)",,"Relates an expression to another expression of the same work that represents a literal translation, in which the intent is to render the intellectual content of the previous expression as accurately as possible.","Free translations are treated in the model as new works.",,,,,,frbrer:P2063,property,hasATranslationExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1636,"is a translation (expression) of",,"Relates an expression to a prior expression of the same work of which it represents a literal translation, in which the intent is to render the intellectual content of the previous expression as accurately as possible.","Free translations are treated in the model as new works.",,,,,,frbrer:P2064,property,isATranslationExpressionOf,frbrer:C1002,frbrer:C1002,,,,frbrer:P2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1637,"has an arrangement (expression)",,"Relates an expression to another expression that represents an arrangement of the same musical composition work.",,,,,,,frbrer:P2065,property,hasAnArrangementExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1638,"is an arrangement (expression) of",,"Relates an expression to a prior expression of which it represents an arrangement of the same musical composition work.",,,,,,,frbrer:P2066,property,isAnArrangementExpressionOf,frbrer:C1002,frbrer:C1002,,,,frbrer:P2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1639,"has a successor (expression) (from expression)",,"Relates an expression of a prior work to an expression of another work, the content of which represents a linear progression from that of the prior work. The content may be closely or loosely connected, so the successor work may be referential or autonomous with respect to the prior work.",,,,,,,frbrer:P2067,property,hasASuccessorExpressionFromExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1640,"is a successor (expression) to (expression)",,"Relates an expression of a work to an expression of a prior work, the content of which represents the basis of a linear progression to that of the successor work. The content may be closely or loosely connected, so the successor work may be referential or autonomous with respect to the prior work.",,,,,,,frbrer:P2068,property,isASuccessorExpressionToExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1641,"complements (expression) (from expression)",,"Relates an expression of a work to an expression of a prior work that it is intended to be combined with or inserted into, but was not part of the original conception of the prior work. The content may be closely or loosely connected, so the complementary work may be referential or autonomous with respect to the prior work.",,,,,,,frbrer:P2070,property,complementsExpressionFromExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1642,"has a complement (expression) (from expression)",,"Relates an expression of a prior work to an expression of another work that is intended to be combined with or inserted into the prior work, but was not part of the original conception of the prior work. The content may be closely or loosely connected, so the complementary work may be referential or autonomous with respect to the prior work.",,,,,,,frbrer:P2069,property,hasAComplementExpressionFromExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1643,"has a summary (expression) (from expression)",,"Relates an expression of a prior work to an expression of another work that represents a brief recapitulation of the content of the prior work. The modification of the content of the prior work must be sufficient in degree to warrant the summary work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2071,property,hasASummaryExpressionFromExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1644,"is a summary (expression) of (expression)",,"Relates an expression of a work to an expression of a prior work of which it represents a brief recapitulation. The modification of the content of the prior work must be sufficient in degree to warrant the summary work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2072,property,isASummaryExpressionOfExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1645,"has an adaptation (expression) (from expression)",,"Relates an expression of a prior work to an expression of another work that represents a modification of the content of the prior work for a purpose, use, or medium other than that for which it was originally intended. The modification of the content of the prior work must be sufficient in degree to warrant the adaptation work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2073,property,hasAnAdaptationExpressionFromExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1646,"is an adaptation (expression) of (expression)",,"Relates an expression of a work to an expression of a prior work of which it represents a modification of the content for a purpose, use, or medium other than that for which it was originally intended. The modification of the content of the prior work must be sufficient in degree to warrant the adaptation work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2074,property,isAnAdaptationExpressionOfExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1647,"has a transformation (expression) (from expression)",,"Relates an expression of a prior work to an expression of another work that represents a transformation of the content of the prior work in a different genre. The modification of the content of the prior work must be sufficient in degree to warrant the transformation work being considered as a new work autonomous with respect to the prior work.",,"Source documentation has ""literary genre"", but other genres allowed.",,,,,frbrer:P2075,property,hasATransformationExpressionFromExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1648,"is a transformation (expression) of (expression)",,"Relates an expression of a work to an expression of a prior work of which it represents a transformation of the content in a different genre. The modification of the content of the prior work must be sufficient in degree to warrant the adaptation work being considered as a new work autonomous with respect to the prior work.",,"Source documentation has ""literary genre"", but other genres allowed.",,,,,frbrer:P2076,property,isATransformationExpressionOfExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1649,"has an imitation (expression) (from expression)",,"Relates an expression of a prior work to an expression of another work that copies the style of the content of the prior work. The modification of the content of the prior work must be sufficient in degree to warrant the imitation work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2077,property,hasAnImitationExpressionFromExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1650,"is an imitation (expression) of (expression)",,"Relates an expression of a work to an expression of a prior work of which it copies the style of the content. The modification of the content of the prior work must be sufficient in degree to warrant the imitation work being considered as a new work autonomous with respect to the prior work.",,,,,,,frbrer:P2078,property,isAnImitationExpressionOfExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1651,"has part (expression)",,"Relates an expression to another expression that is a component of the expression.","The component expression may be intended to be used in the context of the prior expression or may not depend to any significant extent on the context provided by the prior expression.",,,,,,frbrer:P2079,property,hasPartExpression,frbrer:C1002,frbrer:C1002,,,,frbrer:P2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1652,"is part (expression) of",,"Relates an expression to another expression of which it is a component.","The component expression may be intended to be used in the context of the prior expression or may not depend to any significant extent on the context provided by the prior expression.",,,,,,frbrer:P2080,property,isPartExpressionOf,frbrer:C1002,frbrer:C1002,,,,frbrer:P2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1653,"has a reproduction (manifestation) (from manifestation)",,"Relates a manifestation to another manifestation, usually of the same expression, that represents the same intellectual or artistic content as the prior manifestation. The reproduction manifestation may or may not replicate the look and feel or other physical characteristics of the prior manifestation.",,,,,,,frbrer:P2081,property,hasAReproductionManifestationFromManifestation,frbrer:C1003,frbrer:C1003,,,,frbrer:P2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1654,"is a reproduction (manifestation) of (manifestation)",,"Relates a manifestation to a prior manifestation, usually of the same expression, of which it represents the same intellectual or artistic content as the prior manifestation. The reproduction manifestation may or may not replicate the look and feel or other physical characteristics of the prior manifestation.",,,,,,,frbrer:P2082,property,isAReproductionManifestationOfManifestation,frbrer:C1003,frbrer:C1003,,,,frbrer:P2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1655,"has an alternate",,"Relates a manifestation to another manifestation, usually of the same expression, that effectively serves as an alternate manifestation.","The alternate relationship obtains, for example, when a publication, sound recording, video, etc. is issued in more than one format or when it is released simultaneously by different publishers in different countries.",,,,,,frbrer:P2083,property,hasAnAlternate,frbrer:C1003,frbrer:C1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1657,"has part (manifestation)",,"Relates a manifestation to another manifestation that is a component of the manifestation.","The component manifestation may be a discrete physical unit of the prior manifestation or may be an integral part that is physically inseparable from the whole of the prior expression.",,,,,,frbrer:P2085,property,hasPartManifestation,frbrer:C1003,frbrer:C1003,,,,frbrer:P2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1658,"is part (manifestation) of",,"Relates a manifestation to another manifestation of which it is a component.","The component manifestation may be a discrete physical unit of the prior manifestation or may be an integral part that is physically inseparable from the whole of the prior manifestation.",,,,,,frbrer:P2086,property,isPartManifestationOf,frbrer:C1003,frbrer:C1003,,,,frbrer:P2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1659,"has a reconfiguration",,"Relates an item to another item that is the result of a change to the prior item. The reconfiguration item may be the result of changes to more than one prior item.","Most commonly, an item of one manifestation is bound with an item of a different manifestation to make a new item.","Source documentation has label ""has reconfiguration"", amended to improve consistency.",,,,,frbrer:P2087,property,hasAReconfiguration,frbrer:C1004,frbrer:C1004,,,,frbrer:P2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1660,"is a reconfiguration of",,"Relates an item to another item to which it is the result of a change. The reconfiguration item may be the result of changes to more than one prior item.","Most commonly, an item of one manifestation is bound with an item of a different manifestation to make a new item.",,,,,,frbrer:P2088,property,isAReconfigurationOf,frbrer:C1004,frbrer:C1004,,,,frbrer:P2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1661,"has a reproduction (item) (from item)",,"Relates an item to another item that has been derived in some way from the prior item. There can be varying levels of fidelity of the reproduction item to the prior item. The reproduction item must replicate the type of carrier and other physical characteristics of the prior item.",,"Source documentation has label ""has reproduction""; amended to improve consistency.",,,,,frbrer:P2089,property,hasAReproductionItemFromItem,frbrer:C1004,frbrer:C1004,,,,frbrer:P2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1662,"is a reproduction (item) of (item)",,"Relates an item to a prior item from which it has been derived in some way. There can be varying levels of fidelity of the reproduction item to the prior item. The reproduction item must replicate the type of carrier and other physical characteristics of the prior item.",,,,,,,frbrer:P2090,property,isAReproductionItemOfItem,frbrer:C1004,frbrer:C1004,,,,frbrer:P2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1663,"has part (item)",,"Relates an item to another item that is a component of the item.","The component item may be a discrete physical unit of the prior item or may be an integral part that is physically inseparable from the whole of the prior item.",,,,,,frbrer:P2091,property,hasPartItem,frbrer:C1004,frbrer:C1004,,,,frbrer:P2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1664,"is part (item) of",,"Relates an item to another item of which it is a component.",,,,,,,frbrer:P2092,property,isPartItemOf,frbrer:C1004,frbrer:C1004,,,,frbrer:P2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
1665,"has a reproduction (manifestation) (from item)",,"Relates an item to a manifestation that has been derived in some way from the prior item. There can be varying levels of fidelity of the reproduction manifestation to the prior item.","The reproduction relationship will be stated at this level when it is useful to indicate the specific item used, as opposed to stating the relationship at the more general level of manifestation-to-manifestation.",,,,,,frbrer:P2093,property,hasAReproductionManifestationFromItem,frbrer:C1004,frbrer:C1003,,,,frbrer:P2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published,,,,,
